company_name,sector,drive_date,role_offered,package_lpa,eligible_branches,min_cgpa,roll_number,current_status,applied_date,final_package_lpa
Cognizant,IT Services,2026-03-05,Ninja Trainee,4.4,"CSE,IT,ECE,ME",6.0,22ME008,Rejected,2026-03-01,
Cognizant,IT Services,2026-03-05,Ninja Trainee,4.4,"CSE,IT,ECE,ME",6.0,22IT007,Applied,2026-03-03,
Cognizant,IT Services,2026-03-05,Ninja Trainee,4.4,"CSE,IT,ECE,ME",6.0,22IT002,Rejected,2026-03-01,
Cognizant,IT Services,2026-03-05,Ninja Trainee,4.4,"CSE,IT,ECE,ME",6.0,22ME006,Rejected,2026-03-03,
Cognizant,IT Services,2026-03-05,Ninja Trainee,4.4,"CSE,IT,ECE,ME",6.0,22ECE005,Applied,2026-03-03,
Cognizant,IT Services,2026-03-05,Ninja Trainee,4.4,"CSE,IT,ECE,ME",6.0,22CSE001,Withdrawn,2026-03-01,
Cognizant,IT Services,2026-03-05,Ninja Trainee,4.4,"CSE,IT,ECE,ME",6.0,22IT003,Rejected,2026-03-01,
Cognizant,IT Services,2026-03-05,Ninja Trainee,4.4,"CSE,IT,ECE,ME",6.0,22ME002,Interview Scheduled,2026-03-01,
Deloitte USI,Analytics/Consulting,2026-04-11,Data Analyst,14.0,"CSE,CSE-AI,IT",7.0,22CSE005,Selected,2026-04-02,14.3
Deloitte USI,Analytics/Consulting,2026-04-11,Data Analyst,14.0,"CSE,CSE-AI,IT",7.0,22CSE008,Selected,2026-04-09,14.6
Deloitte USI,Analytics/Consulting,2026-04-11,Data Analyst,14.0,"CSE,CSE-AI,IT",7.0,22CSEAI009,Shortlisted,2026-04-01,
Deloitte USI,Analytics/Consulting,2026-04-11,Data Analyst,14.0,"CSE,CSE-AI,IT",7.0,22IT005,Applied,2026-04-05,
Deloitte USI,Analytics/Consulting,2026-04-11,Data Analyst,14.0,"CSE,CSE-AI,IT",7.0,22CSEAI004,Interview Scheduled,2026-04-02,
Deloitte USI,Analytics/Consulting,2026-04-11,Data Analyst,14.0,"CSE,CSE-AI,IT",7.0,22CSEAI010,Applied,2026-04-06,
Deloitte USI,Analytics/Consulting,2026-04-11,Data Analyst,14.0,"CSE,CSE-AI,IT",7.0,22CSEAI008,Rejected,2026-04-05,
Deloitte USI,Analytics/Consulting,2026-04-11,Data Analyst,14.0,"CSE,CSE-AI,IT",7.0,22CSE002,Rejected,2026-04-01,
Deloitte USI,Analytics/Consulting,2026-04-11,Data Analyst,14.0,"CSE,CSE-AI,IT",7.0,22CSE007,Interview Scheduled,2026-04-06,
Deloitte USI,Analytics/Consulting,2026-04-11,Data Analyst,14.0,"CSE,CSE-AI,IT",7.0,22CSEAI001,Withdrawn,2026-04-08,
Deloitte USI,Analytics/Consulting,2026-04-11,Data Analyst,14.0,"CSE,CSE-AI,IT",7.0,22IT003,Interview Scheduled,2026-04-08,
Deloitte USI,Analytics/Consulting,2026-04-11,Data Analyst,14.0,"CSE,CSE-AI,IT",7.0,22IT009,Rejected,2026-04-07,
Deloitte USI,Analytics/Consulting,2026-04-11,Data Analyst,14.0,"CSE,CSE-AI,IT",7.0,22CSEAI003,Interview Scheduled,2026-04-05,
Deloitte USI,Analytics/Consulting,2026-04-11,Data Analyst,14.0,"CSE,CSE-AI,IT",7.0,22CSEAI005,Rejected,2026-04-05,
EY GDS,Analytics/Consulting,2026-05-16,Business Analyst,11.9,"CSE,CSE-AI,IT",6.5,22IT009,Selected,2026-05-07,11.0
EY GDS,Analytics/Consulting,2026-05-16,Business Analyst,11.9,"CSE,CSE-AI,IT",6.5,22CSE008,Selected,2026-05-08,12.7
EY GDS,Analytics/Consulting,2026-05-16,Business Analyst,11.9,"CSE,CSE-AI,IT",6.5,22CSEAI003,Selected,2026-05-12,11.9
EY GDS,Analytics/Consulting,2026-05-16,Business Analyst,11.9,"CSE,CSE-AI,IT",6.5,22CSEAI001,Interview Scheduled,2026-05-14,
EY GDS,Analytics/Consulting,2026-05-16,Business Analyst,11.9,"CSE,CSE-AI,IT",6.5,22CSEAI005,Applied,2026-05-09,
EY GDS,Analytics/Consulting,2026-05-16,Business Analyst,11.9,"CSE,CSE-AI,IT",6.5,22IT007,Rejected,2026-05-07,
EY GDS,Analytics/Consulting,2026-05-16,Business Analyst,11.9,"CSE,CSE-AI,IT",6.5,22IT003,Applied,2026-05-07,
EY GDS,Analytics/Consulting,2026-05-16,Business Analyst,11.9,"CSE,CSE-AI,IT",6.5,22CSE006,Applied,2026-05-12,
EY GDS,Analytics/Consulting,2026-05-16,Business Analyst,11.9,"CSE,CSE-AI,IT",6.5,22CSE004,Interview Scheduled,2026-05-12,
EY GDS,Analytics/Consulting,2026-05-16,Business Analyst,11.9,"CSE,CSE-AI,IT",6.5,22CSE002,Applied,2026-05-10,
EY GDS,Analytics/Consulting,2026-05-16,Business Analyst,11.9,"CSE,CSE-AI,IT",6.5,22CSE005,Shortlisted,2026-05-08,
EY GDS,Analytics/Consulting,2026-05-16,Business Analyst,11.9,"CSE,CSE-AI,IT",6.5,22IT002,Rejected,2026-05-09,
EY GDS,Analytics/Consulting,2026-05-16,Business Analyst,11.9,"CSE,CSE-AI,IT",6.5,22IT006,Rejected,2026-05-06,
EY GDS,Analytics/Consulting,2026-05-16,Business Analyst,11.9,"CSE,CSE-AI,IT",6.5,22CSEAI004,Interview Scheduled,2026-05-09,
Mu Sigma,Analytics,2026-06-23,Data Analyst,12.5,"CSE,CSE-AI,IT,ECE",7.0,22IT009,Selected,2026-06-19,12.7
Mu Sigma,Analytics,2026-06-23,Data Analyst,12.5,"CSE,CSE-AI,IT,ECE",7.0,22ECE007,Selected,2026-06-17,12.1
Mu Sigma,Analytics,2026-06-23,Data Analyst,12.5,"CSE,CSE-AI,IT,ECE",7.0,22CSE002,Interview Scheduled,2026-06-21,
Mu Sigma,Analytics,2026-06-23,Data Analyst,12.5,"CSE,CSE-AI,IT,ECE",7.0,22CSE009,Rejected,2026-06-14,
Mu Sigma,Analytics,2026-06-23,Data Analyst,12.5,"CSE,CSE-AI,IT,ECE",7.0,22CSEAI001,Rejected,2026-06-13,
Mu Sigma,Analytics,2026-06-23,Data Analyst,12.5,"CSE,CSE-AI,IT,ECE",7.0,22CSEAI004,Shortlisted,2026-06-14,
Mu Sigma,Analytics,2026-06-23,Data Analyst,12.5,"CSE,CSE-AI,IT,ECE",7.0,22IT004,Rejected,2026-06-17,
Mu Sigma,Analytics,2026-06-23,Data Analyst,12.5,"CSE,CSE-AI,IT,ECE",7.0,22ECE008,Rejected,2026-06-15,
Mu Sigma,Analytics,2026-06-23,Data Analyst,12.5,"CSE,CSE-AI,IT,ECE",7.0,22IT003,Rejected,2026-06-14,
Mu Sigma,Analytics,2026-06-23,Data Analyst,12.5,"CSE,CSE-AI,IT,ECE",7.0,22IT006,Rejected,2026-06-18,
Mu Sigma,Analytics,2026-06-23,Data Analyst,12.5,"CSE,CSE-AI,IT,ECE",7.0,22IT005,Withdrawn,2026-06-14,
Mu Sigma,Analytics,2026-06-23,Data Analyst,12.5,"CSE,CSE-AI,IT,ECE",7.0,22CSE008,Applied,2026-06-15,
Siemens,Core/Engineering,2026-07-21,Graduate Engineer Trainee,8.3,"ECE,ME",6.5,22ECE004,Selected,2026-07-17,8.7
Siemens,Core/Engineering,2026-07-21,Graduate Engineer Trainee,8.3,"ECE,ME",6.5,22ME006,Selected,2026-07-15,7.5
Siemens,Core/Engineering,2026-07-21,Graduate Engineer Trainee,8.3,"ECE,ME",6.5,22ECE003,Shortlisted,2026-07-13,
Siemens,Core/Engineering,2026-07-21,Graduate Engineer Trainee,8.3,"ECE,ME",6.5,22ME002,Shortlisted,2026-07-17,
Siemens,Core/Engineering,2026-07-21,Graduate Engineer Trainee,8.3,"ECE,ME",6.5,22ME003,Rejected,2026-07-14,
Siemens,Core/Engineering,2026-07-21,Graduate Engineer Trainee,8.3,"ECE,ME",6.5,22ME008,Rejected,2026-07-15,
Siemens,Core/Engineering,2026-07-21,Graduate Engineer Trainee,8.3,"ECE,ME",6.5,22ECE007,Rejected,2026-07-15,
Siemens,Core/Engineering,2026-07-21,Graduate Engineer Trainee,8.3,"ECE,ME",6.5,22ME001,Rejected,2026-07-12,
Siemens,Core/Engineering,2026-07-21,Graduate Engineer Trainee,8.3,"ECE,ME",6.5,22ECE005,Withdrawn,2026-07-15,
L&T,Core/Engineering,2026-01-26,Graduate Engineer Trainee,8.2,"ECE,ME,CSE",6.0,22ECE007,Selected,2026-01-16,7.8
L&T,Core/Engineering,2026-01-26,Graduate Engineer Trainee,8.2,"ECE,ME,CSE",6.0,22ECE002,Selected,2026-01-17,7.5
L&T,Core/Engineering,2026-01-26,Graduate Engineer Trainee,8.2,"ECE,ME,CSE",6.0,22CSE002,Interview Scheduled,2026-01-16,
L&T,Core/Engineering,2026-01-26,Graduate Engineer Trainee,8.2,"ECE,ME,CSE",6.0,22ECE004,Interview Scheduled,2026-01-22,
L&T,Core/Engineering,2026-01-26,Graduate Engineer Trainee,8.2,"ECE,ME,CSE",6.0,22CSE007,Rejected,2026-01-23,
L&T,Core/Engineering,2026-01-26,Graduate Engineer Trainee,8.2,"ECE,ME,CSE",6.0,22CSE008,Rejected,2026-01-18,
L&T,Core/Engineering,2026-01-26,Graduate Engineer Trainee,8.2,"ECE,ME,CSE",6.0,22ME009,Rejected,2026-01-20,
L&T,Core/Engineering,2026-01-26,Graduate Engineer Trainee,8.2,"ECE,ME,CSE",6.0,22CSE010,Applied,2026-01-19,
L&T,Core/Engineering,2026-01-26,Graduate Engineer Trainee,8.2,"ECE,ME,CSE",6.0,22ME006,Shortlisted,2026-01-17,
L&T,Core/Engineering,2026-01-26,Graduate Engineer Trainee,8.2,"ECE,ME,CSE",6.0,22ME007,Withdrawn,2026-01-19,
L&T,Core/Engineering,2026-01-26,Graduate Engineer Trainee,8.2,"ECE,ME,CSE",6.0,22ME004,Applied,2026-01-19,
L&T,Core/Engineering,2026-01-26,Graduate Engineer Trainee,8.2,"ECE,ME,CSE",6.0,22ECE006,Rejected,2026-01-19,
L&T,Core/Engineering,2026-01-26,Graduate Engineer Trainee,8.2,"ECE,ME,CSE",6.0,22CSE001,Applied,2026-01-20,
L&T,Core/Engineering,2026-01-26,Graduate Engineer Trainee,8.2,"ECE,ME,CSE",6.0,22ME001,Shortlisted,2026-01-23,
L&T,Core/Engineering,2026-01-26,Graduate Engineer Trainee,8.2,"ECE,ME,CSE",6.0,22ECE010,Rejected,2026-01-17,
